"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2003","2003",12.54896,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2004","2004",10.44123,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2005","2005",10.88573,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2006","2006",14.73251,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2007","2007",16.63171,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2008","2008",18.32877,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2009","2009",19.15923,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2010","2010",21.23173,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2011","2011",21.39552,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2012","2012",27.58305,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2014","2014",33.11021,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2018","2018",38.61068,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2019","2019",41.07798,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2020","2020",44.80237,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","TUR","Türkiye","2021","2021",44.86666,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","1999","1999",36.18775,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2000","2000",39.72889,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2001","2001",44.36648,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2002","2002",41.06012,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2003","2003",41.99052,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2004","2004",46.28494,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2005","2005",45.26466,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2006","2006",47.93338,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2007","2007",47.86479,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2008","2008",47.78712,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2009","2009",45.92754,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2010","2010",47.53676,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2011","2011",47.20744,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2012","2012",45.4786,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2013","2013",45.77831,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2014","2014",48.3961,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2015","2015",49.78763,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2016","2016",50.64469,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2017","2017",55.48893,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2018","2018",56.97928,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2019","2019",57.84203,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2020","2020",59.42758,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","NOR","Norway","2021","2021",61.10307,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","1998","1998",25.93171,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","1999","1999",32.40294,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2000","2000",32.50155,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2001","2001",31.66172,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2002","2002",32.83965,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2003","2003",36.17003,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2004","2004",37.52466,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2005","2005",38.54359,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2006","2006",41.03267,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2007","2007",40.13794,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2008","2008",38.45872,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2009","2009",37.71602,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","IRL","Ireland","2010","2010",41.02704,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","1999","1999",8.3176,,
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2000","2000",9.21172,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2001","2001",11.49798,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2002","2002",30.51894,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2003","2003",20.61235,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2004","2004",20.98969,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2005","2005",29.65746,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2006","2006",28.89175,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2007","2007",29.1,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2008","2008",25.1005,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2009","2009",25.33951,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2010","2010",24.65341,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2011","2011",25.31571,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2013","2013",42.53386,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2014","2014",44.38978,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2018","2018",45.08271,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2020","2020",3.59987,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","EST","Estonia","2021","2021",3.62283,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CRI","Costa Rica","2001","2001",19.98735,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CRI","Costa Rica","2002","2002",21.56226,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CRI","Costa Rica","2010","2010",25.11563,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CRI","Costa Rica","2011","2011",26.16537,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","1998","1998",24.8013,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","1999","1999",24.9623,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2004","2004",25.4806,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2005","2005",29.90046,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2012","2012",27.52094,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2013","2013",30.7771,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2014","2014",31.67873,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2016","2016",32.0575,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2018","2018",32.11566,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2019","2019",31.6135,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2020","2020",32.01246,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","CAN","Canada","2021","2021",33.10089,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2005","2005",55.59828,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2006","2006",56.18279,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2007","2007",52.82697,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2008","2008",48.71148,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2009","2009",52.30062,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2010","2010",49.6733,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2011","2011",40.79896,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2012","2012",38.86819,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2013","2013",36.86616,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2014","2014",38.07316,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2015","2015",41.04216,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2016","2016",40.2806,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2017","2017",35.66972,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2018","2018",37.36992,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2019","2019",37.20812,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2020","2020",169.24362,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","HUN","Hungary","2021","2021",51.14209,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","1999","1999",10.86696,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2000","2000",14.64251,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2001","2001",15.15511,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2002","2002",16.74007,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2003","2003",18.52997,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2004","2004",24.34778,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2005","2005",30.39862,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2006","2006",36.59541,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2007","2007",43.16456,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2008","2008",47.15786,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2009","2009",50.68753,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2010","2010",55.0242,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2011","2011",57.8394,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2012","2012",55.98905,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2013","2013",60.6877,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2014","2014",58.79096,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2015","2015",49.29851,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2016","2016",46.60332,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2017","2017",54.97195,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2018","2018",57.30397,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2019","2019",55.54218,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2020","2020",54.19333,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","CZE","Czechia","2021","2021",54.59305,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","1999","1999",26.10357,,
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2000","2000",28.11538,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2001","2001",33.16877,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2002","2002",29.74503,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2003","2003",30.02849,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2004","2004",33.798,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2005","2005",31.28736,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2006","2006",33.97517,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2007","2007",33.81478,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2008","2008",35.03591,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2009","2009",32.97602,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2010","2010",34.75082,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2011","2011",34.13301,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2012","2012",33.28419,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2013","2013",33.32476,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2014","2014",35.06427,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2015","2015",35.60038,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2016","2016",36.23031,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2017","2017",41.36449,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2018","2018",41.61473,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2019","2019",43.24959,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2020","2020",44.73227,"+","National Estimation"
"GGR_6T7_M","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, male (%)","NOR","Norway","2021","2021",47.58472,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","1999","1999",30.9112,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2000","2000",35.52346,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2001","2001",35.5737,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2002","2002",36.85705,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2003","2003",37.76958,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2004","2004",39.55747,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2005","2005",40.16951,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2006","2006",40.26116,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2007","2007",41.98454,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2008","2008",41.3311,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2009","2009",40.93371,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2010","2010",43.81745,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2011","2011",39.72162,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2012","2012",48.38324,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2013","2013",48.88505,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2014","2014",51.30553,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2020","2020",47.98888,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","ISR","Israel","2021","2021",48.47421,"+","National Estimation"
"GGR_6T7","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, both sexes (%)","USA","United States of America","1999","1999",32.74646,,
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2002","2002",5.49394,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2004","2004",7.34992,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2006","2006",9.4798,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2011","2011",16.09326,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2012","2012",17.19823,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2013","2013",22.97951,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2014","2014",24.23553,"+","National Estimation"
"GGR_6T7_F","Gross graduation ratio from first degree programmes (ISCED 6 and 7) in tertiary education, female (%)","COL","Colombia","2015","2015",25.17372,"+","National Estimation"
